,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
226,"January 9, 2017
""Healthcare Assistant""
Healthcare Assistant 
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Great people and work environment
Cons
A lot of patients, too little time.
Advice to Management
NA
Helpful",Mon Jan 09 2017 20:40:20 GMT-0500 (Eastern Standard Time),,,Healthcare Assistant ,Healthcare Assistant,5.0,5.0,4.0,5.0,4.0,4.0,Rush University Medical Center
227,"December 29, 2016
Helpful (1)
""CMA""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time
Pros
Resources, practice values and motivation to always do better.
Cons
Location, parking and referral availability.
Helpful (1)",Thu Dec 29 2016 06:12:26 GMT-0500 (Eastern Standard Time),,,Current Employee ,CMA,5.0,5.0,5.0,5.0,5.0,5.0,Rush University Medical Center
228,"December 14, 2016
""Physician Assistant""
Current Employee - Physician Assistant 
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Rush University Medical Center full-time for more than a year
Pros
Competitive pay for an academic center in the city, pro APP environment.
Cons
Pay not competitive with suburbs, little acknowledgement from senior staff
Helpful",Wed Dec 14 2016 08:58:13 GMT-0500 (Eastern Standard Time), Physician Assistant,,Current Employee ,Physician Assistant,4.0,3.0,4.0,4.0,4.0,2.0,Rush University Medical Center
229,"December 11, 2016
""Great Place to Work""
Intern in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center for more than a year
Pros
Strong mentoring culture
Friendly employees
Smart people
Cons
Lower pay than anticipated but I was not full time
Helpful",Sun Dec 11 2016 23:03:08 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Intern in Chicago, IL",Great Place to Work,5.0,5.0,5.0,4.0,2.0,4.0,Rush University Medical Center
230,"December 9, 2016
""Academic""
Current Employee - Anonymous Employee 
Recommends
I have been working at Rush University Medical Center full-time
Pros
location, lots of opportunities/growth, good benefits, flexibility
Cons
not enough parking, old buildings
Helpful",Fri Dec 09 2016 07:23:03 GMT-0500 (Eastern Standard Time),,,Current Employee ,Academic,5.0,5.0,5.0,5.0,4.0,4.0,Rush University Medical Center
231,"December 7, 2016
""Service Coordinator""
Former Employee - Anonymous Employee in Chicago, IL
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I worked at Rush University Medical Center full-time for more than 3 years
Pros
the flexibility is the best thing about this job
Cons
High case load, low pay
Advice to Management
please lower case load in order for service coordinators to perform well and be competent
Helpful",Wed Dec 07 2016 17:30:47 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,Service Coordinator,4.0,4.0,3.0,3.0,3.0,4.0,Rush University Medical Center
232,"December 6, 2016
""Work life""
Current Employee - Anonymous Employee in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time for less than a year
Pros
Benefits are great with health insurance and retirement.
Cons
Workload is difficult with the number of patients.
Advice to Management
Even out caseload for each family care coordinator.
Helpful",Tue Dec 06 2016 05:30:05 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,Work life,4.0,1.0,4.0,1.0,5.0,1.0,Rush University Medical Center
233,"December 2, 2016
""Working for Rush""
Research Assistant 
Recommends
Neutral Outlook
No opinion of CEO
I worked at Rush University Medical Center
Pros
The people working with you are great; personable and helpful. Rush has some really great cafeterias in their buildings, so there's that. And you may end up seeing some of the Bulls' players!
Cons
Rush is a busy place, and my position required that I work on my own to get things done; you cannot rely on others to help you meet deadlines. There is not much bad to say about the place.
Advice to Management
There is not much to say to the management here. The medical center is running well, and overall, the employees seem happy. I suppose, if there were any thing to improve, provide more networking opportunities to the employees across departments.
Helpful",Fri Dec 02 2016 16:26:11 GMT-0500 (Eastern Standard Time),,,Research Assistant ,Working for Rush,4.0,4.0,4.0,3.0,2.0,4.0,Rush University Medical Center
234,"November 28, 2016
""rush review""
 I have been working at Rush University Medical Center
Pros
supportive environment focused on collaboration to get things moving
good hours
challenging and interesting work
friendly staff
Cons
always some bad seeds
change is slow in a large system
Helpful",Mon Nov 28 2016 13:36:43 GMT-0500 (Eastern Standard Time),,, ,rush review,5.0,4.0,5.0,3.0,3.0,4.0,Rush University Medical Center
235,"November 20, 2016
""A Good Place to Grow""
Former Employee - Anonymous Employee 
I worked at Rush University Medical Center full-time
Pros
-Pretty good benefits
-A lot of opportunities to grow, professionally and academically 
-Location
Cons
-Pay not competitive
-Old buildings
-Need more parking space
Helpful",Sun Nov 20 2016 06:53:53 GMT-0500 (Eastern Standard Time),,,Former Employee ,A Good Place to Grow,4.0,,,,,,Rush University Medical Center
236,"November 16, 2016
""Nursing""
Clinical Nurse II in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center
Pros
Resources, technology, friendly staff, great benefits.
Cons
High turnover due to nursing staff completing their advanced practice degrees.
Helpful",Wed Nov 16 2016 08:56:45 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Clinical Nurse II in Chicago, IL",Nursing,5.0,5.0,5.0,5.0,5.0,4.0,Rush University Medical Center
237,"November 6, 2016
Helpful (1)
""Great organization with limited technological resources""
Current Employee - Anonymous Employee in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time for more than a year
Pros
Can move up in the organization quickly
Cons
Disorganized chaotic at times technology poor
Advice to Management
Invest in the technology
Helpful (1)",Sun Nov 06 2016 13:39:08 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,Great organization with limited technological resources,4.0,2.0,4.0,4.0,5.0,2.0,Rush University Medical Center
238,"November 6, 2016
Helpful (1)
""Patient care technician""
 Recommends
Approves of CEO
I worked at Rush University Medical Center
Pros
Good starting hourly, lots of OT opportunity
Cons
Taking breaks was hard
Helpful (1)",Sun Nov 06 2016 16:15:25 GMT-0500 (Eastern Standard Time),,, ,Patient care technician,4.0,2.0,5.0,3.0,3.0,3.0,Rush University Medical Center
239,"November 16, 2016
Helpful (1)
""Patient Assess Cordinator""
Former Employee - Anonymous Employee in Chicago, IL
Approves of CEO
I worked at Rush University Medical Center part-time
Pros
It's a big hospital and great opportunity to advance in your career. It also has a nursing school as well
Cons
There are not too many downsides. I really liked the job but some of my co workers were very ignorant.
Advice to Management
There's isn't much advise to management other than to learn how to deal with office conflicts better. Instead of just dismissing the situation
Helpful (1)",Wed Nov 16 2016 20:09:33 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,Patient Assess Cordinator,3.0,3.0,5.0,5.0,5.0,4.0,Rush University Medical Center
240,"October 31, 2016
Helpful (1)
""Patient Access Coordinator""
Former Employee - Patient Access Coordinator in Prairieville, LA
Recommends
Approves of CEO
I worked at Rush University Medical Center full-time for more than 10 years
Pros
I learned a lot on the job and the company will pay for you to go to school.
Cons
In some departments there was favoritism. Raises are not fair.
Helpful (1)",Mon Oct 31 2016 16:36:39 GMT-0400 (Eastern Daylight Time), Patient Access Coordinator,"Prairieville, LA",Former Employee ,Patient Access Coordinator,4.0,4.0,4.0,4.0,4.0,4.0,Rush University Medical Center
241,"November 2, 2016
""Working at Rush""
 Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center
Pros
Good benefits, good salary, good environment
Cons
Not a lot of chances to grow in the organization
Helpful",Wed Nov 02 2016 06:21:33 GMT-0400 (Eastern Daylight Time),,, ,Working at Rush,4.0,3.0,4.0,2.0,4.0,3.0,Rush University Medical Center
242,"October 26, 2016
""Working in research at rush""
Former Employee - Research Assistant in Chicago, IL
Recommends
Positive Outlook
No opinion of CEO
I worked at Rush University Medical Center full-time for more than 3 years
Pros
Great opportunity to get some hands on experience in the day to day working of a psych lab. Opportunities to be an author on publications if you want.
Cons
The pay is not great. A lot of local travel with my job and that can get frustrating.
Advice to Management
Offer a more competitive pay package and manage the parking garages better.
Helpful",Wed Oct 26 2016 20:17:17 GMT-0400 (Eastern Daylight Time), Research Assistant,"Chicago, IL",Former Employee ,Working in research at rush,5.0,5.0,5.0,5.0,2.0,4.0,Rush University Medical Center
243,"October 18, 2016
""NA II""
NA II in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Rush is an extremely caring and patient oriented facility. Atmosphere and quality are exceptional. Nobody that starts here and leaves ever recommends leaving.
Cons
Sometimes the system is just too big to be efficient but these are normally is scenarios that are more on the macro level.
Helpful",Tue Oct 18 2016 10:55:06 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","NA II in Chicago, IL",NA II,5.0,,,,,,Rush University Medical Center
244,"October 17, 2016
""Coordinatot""
 Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
You get the experience of working with some wonderful physicians and the co workers are awesome. Also the salary is pretty darn nice
Cons
Micro management at its best
Advice to Management
Focus on the major issues st hand and allow your staff the space to do what they do best
Helpful",Mon Oct 17 2016 20:01:57 GMT-0400 (Eastern Daylight Time),,, ,Coordinatot,4.0,4.0,4.0,3.0,4.0,3.0,Rush University Medical Center
245,"October 30, 2016
""Fair But Uninspiring""
Current Employee - Anonymous Employee 
Recommends
No opinion of CEO
I have been working at Rush University Medical Center full-time
Pros
Friendly and knowledgeable co-workers, transparent and respectful management, easily accessible location.
Cons
Managing Type A personalities, strange salary procedures, un-engaging work tasks.
Helpful",Sun Oct 30 2016 15:09:42 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Fair But Uninspiring,3.0,5.0,5.0,5.0,4.0,5.0,Rush University Medical Center
246,"October 16, 2016
""Medical Assistant""
Clinical Coordinator, Medical Assistant in Chicago, IL
I worked at Rush University Medical Center for more than 3 years
Pros
Excellent learning center, flexible schedule, great team work, best skill sets, excellent opportunity, advance to grow within career.
Cons
Not much bad to say about hospital.
Helpful",Sun Oct 16 2016 10:09:45 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Clinical Coordinator, Medical Assistant in Chicago, IL",Medical Assistant,4.0,3.0,3.0,4.0,3.0,3.0,Rush University Medical Center
247,"October 14, 2016
""Phlebotomist""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
I have been working at Rush University Medical Center part-time for more than 5 years
Pros
work flow school money value
Cons
work hours parking write ups
Advice to Management
great
Helpful",Fri Oct 14 2016 08:43:07 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Phlebotomist,4.0,3.0,3.0,4.0,4.0,3.0,Rush University Medical Center
248,"October 3, 2016
""JAnitor""
 I worked at Rush University Medical Center
Pros
N/a lovely envoronment in other words love it
Cons
careless people dislike careless people
Helpful",Mon Oct 03 2016 13:11:08 GMT-0400 (Eastern Daylight Time),,, ,JAnitor,5.0,,,,,,Rush University Medical Center
249,"September 30, 2016
""Nuclear Medicine Tech""
Former Employee - Nuclear Medicine Technologist 
Recommends
Positive Outlook
No opinion of CEO
I worked at Rush University Medical Center part-time for more than 5 years
Pros
Great pay , nice management and good equipment.
Cons
Area is a little dangerous.
Advice to Management
Keep up the good work(-:
Helpful",Fri Sep 30 2016 04:19:51 GMT-0400 (Eastern Daylight Time), Nuclear Medicine Technologist,,Former Employee ,Nuclear Medicine Tech,4.0,3.0,4.0,4.0,5.0,4.0,Rush University Medical Center
250,"October 25, 2016
""Good Company to work for""
 Recommends
Neutral Outlook
No opinion of CEO
I worked at Rush University Medical Center
Pros
Good Company to work for
Cons
Nothing's wrong with this company
Helpful",Tue Oct 25 2016 18:40:23 GMT-0400 (Eastern Daylight Time),,, ,Good Company to work for,1.0,4.0,1.0,4.0,2.0,1.0,Rush University Medical Center
251,"September 18, 2016
""Research Assistant""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
I have been working at Rush University Medical Center part-time
Pros
nice clean, friendly, environment to work
Cons
too much work load sometimes
Helpful",Sun Sep 18 2016 16:21:41 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Research Assistant,5.0,3.0,3.0,3.0,3.0,3.0,Rush University Medical Center
252,"September 14, 2016
""Best move I've made""
Current Employee - RUMG Access Center Specialist 
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time for more than a year
Pros
Rush is very appreciative of the work you provide to them. I have been working for Rush for over a year now, and I can honestly say the decision to leave my previous employer was the best move I have made. My manager is very accommodating and fair.
Cons
The hiring process is so long. I was under consideration for my position for over 6 months before I was called in for an interview.
Helpful",Wed Sep 14 2016 06:53:46 GMT-0400 (Eastern Daylight Time), RUMG Access Center Specialist,,Current Employee ,Best move I've made,5.0,4.0,4.0,5.0,3.0,4.0,Rush University Medical Center
253,"October 13, 2016
Helpful (2)
""Dont work here not fair for experience workers""
 Doesn't Recommend
Negative Outlook
Disapproves of CEO
I worked at Rush University Medical Center
Pros
Health care i cannot think of anything else
Cons
Management favoritism low pay no benefits
Helpful (2)
Rush University Medical Center Response
March 8, 2017 –
Thank you for your feedback. We consistently do market analyses to ensure we are offering our employees competitive wages. As an organization we strive to provide our employees with the best offerings and are sorry to hear that you are unhappy with our benefits package. Feedback from ...
Show More",Thu Oct 13 2016 16:51:01 GMT-0400 (Eastern Daylight Time),,, ,Dont work here not fair for experience workers,1.0,1.0,1.0,1.0,1.0,1.0,Rush University Medical Center
254,"September 19, 2016
Helpful (1)
""Good Experience""
Current Employee - Anonymous Employee 
Recommends
I have been working at Rush University Medical Center full-time for more than 3 years
Pros
Security- this place will never go out of business
Stable
Parking
Mobility
Nice people
Cons
Too structured with employees
Not structured enough with policies, etc
No bonuses/raises based on performance
Helpful (1)",Mon Sep 19 2016 07:13:49 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Good Experience,3.0,5.0,4.0,4.0,3.0,4.0,Rush University Medical Center
255,"August 30, 2016
""Conversion Technician""
Conversion Technician in Chicago, IL
I have been working at Rush University Medical Center for less than a year
Pros
Customers are very appreciative of the job done for them.
Cons
The politic behind the scene can be frustrating.
Advice to Management
Be more open to the employee.
Helpful",Tue Aug 30 2016 20:28:48 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Conversion Technician in Chicago, IL",Conversion Technician,5.0,,,,,,Rush University Medical Center
256,"September 6, 2016
Helpful (3)
""Pharmacy tech""
Current Employee - Pharmacy Technician in Chicago, IL
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Rush University Medical Center full-time for less than a year
Pros
Pay is good starting out and the shift differential makes it even better there are some helpful employees as well
Cons
Some pharmacist and techs are very rude and act like they've never been new to a staff before
Kind of makes u feel like u want to give up
Advice to Management
This job is completely demanding.. if you're coming from retail pharmacy to hospital be prepared to feel like you know nothing and to walk at least 15k steps a day (no exaggeration)
Helpful (3)",Tue Sep 06 2016 17:08:59 GMT-0400 (Eastern Daylight Time), Pharmacy Technician,"Chicago, IL",Current Employee ,Pharmacy tech,3.0,3.0,3.0,4.0,5.0,2.0,Rush University Medical Center
257,"August 25, 2016
""NA""
Current Employee - Anonymous Employee 
I have been working at Rush University Medical Center part-time
Pros
Great staff, great place to work
Cons
parking and food too expensive
Helpful",Thu Aug 25 2016 15:25:43 GMT-0400 (Eastern Daylight Time),,,Current Employee ,,5.0,5.0,5.0,5.0,5.0,5.0,Rush University Medical Center
258,"August 11, 2016
Helpful (4)
""Research Coordinator""
Current Employee - Research Coordinator in Chicago, IL
Recommends
Positive Outlook
I have been working at Rush University Medical Center full-time for more than 3 years
Pros
Very approachable physicians.
Flexible work hours
Cons
Pay is below market average
National holidays come out of your PTO.
Helpful (4)",Thu Aug 11 2016 08:25:02 GMT-0400 (Eastern Daylight Time), Research Coordinator,"Chicago, IL",Current Employee ,Research Coordinator,4.0,3.0,4.0,3.0,3.0,3.0,Rush University Medical Center
259,"August 31, 2016
""Its a Job, not a career""
 I worked at Rush University Medical Center
Pros
Friendly staff, stable work hours
Cons
Promotions are scarce and hard to obtain
Helpful",Wed Aug 31 2016 21:12:00 GMT-0400 (Eastern Daylight Time),,, ,"Its a Job, not a career",3.0,,,,,,Rush University Medical Center
260,"August 16, 2016
""Clinical / Staff Pharmacist""
Current Employee - Anonymous Employee 
I have been working at Rush University Medical Center full-time
Pros
Academic medical center
Patient-centered care
Great work environment 
Great compensation
Great benefits
Cons
Working overnights 
Room for technician improvements 
Poor communication between shifts
Lack of accountability
Helpful",Tue Aug 16 2016 14:15:54 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Clinical / Staff Pharmacist,5.0,5.0,4.0,4.0,4.0,4.0,Rush University Medical Center
261,"August 29, 2016
""Healthcare""
 in Chicago, IL
I have been working at Rush University Medical Center for more than 10 years
Pros
flexible work schedule
parking available
tuition reimbursement offered
Cons
Health insurance could be better
Advice to Management
None
Helpful",Mon Aug 29 2016 04:07:34 GMT-0400 (Eastern Daylight Time),,"Chicago, IL"," in Chicago, IL",Healthcare,3.0,4.0,3.0,2.0,3.0,3.0,Rush University Medical Center
262,"August 3, 2016
""Nurse-Assistant II""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
I have been working at Rush University Medical Center part-time
Pros
friendly co-workers, 
Rush fosters furthering education
Cons
Rarely hire new grad nurses
Helpful",Wed Aug 03 2016 12:40:34 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Nurse-Assistant II,5.0,4.0,5.0,4.0,5.0,5.0,Rush University Medical Center
263,"July 23, 2016
Helpful (2)
""Overall good experience""
Current Employee - RN Staff Nurse 
Recommends
Positive Outlook
I have been working at Rush University Medical Center full-time for more than a year
Pros
Decent patient ratios, great education reimbursement, good parking/public transit options, great vacation/sick time benefits
Cons
Human Resources Dept is not helpful when looking to transfer to other units, dental insurance isn't great
Helpful (2)",Sat Jul 23 2016 13:29:38 GMT-0400 (Eastern Daylight Time), RN Staff Nurse,,Current Employee ,Overall good experience,4.0,4.0,4.0,4.0,4.0,4.0,Rush University Medical Center
264,"August 8, 2016
""RN Practice Manager""
Current Employee - RN Practice Manager in Chicago, IL
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I have been working at Rush University Medical Center full-time for less than a year
Pros
Higher than average pay rates
Cons
Limited learning opportunities, poor orientation process
Helpful",Mon Aug 08 2016 07:58:54 GMT-0400 (Eastern Daylight Time), RN Practice Manager,"Chicago, IL",Current Employee ,RN Practice Manager,3.0,4.0,2.0,2.0,3.0,1.0,Rush University Medical Center
265,"July 18, 2016
""Supply Chain Tech 2""
Current Employee - Supply Chain Tech II in Chicago, IL
Recommends
Positive Outlook
I have been working at Rush University Medical Center full-time for more than 8 years
Pros
Opportunity for growth and broad network of different to meet
Cons
Can get really busy, besides it is a major hospital
Advice to Management
Don't ever forget where you came from and ensure that those under feel just as involved as you are
Helpful",Mon Jul 18 2016 16:49:00 GMT-0400 (Eastern Daylight Time), Supply Chain Tech II,"Chicago, IL",Current Employee ,Supply Chain Tech 2,5.0,4.0,4.0,5.0,4.0,3.0,Rush University Medical Center
266,"July 8, 2016
""I Love Working at Rush""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
I have been working at Rush University Medical Center full-time for more than 3 years
Pros
Good Tuition Reimbursement, Highly Qualified Staff, Great Learning Experiences
Cons
Lots of protocols, charting, policies. ICU MONITORS are terrible, do not associate with the computer charting system. Senior Nursing Leadership is not engaged with bedside staff
Helpful",Fri Jul 08 2016 03:43:04 GMT-0400 (Eastern Daylight Time),,,Current Employee ,I Love Working at Rush,5.0,3.0,5.0,5.0,5.0,3.0,Rush University Medical Center
267,"July 18, 2016
""Busy and productive work place""
Research Assistant in Washington, DC
I worked at Rush University Medical Center for more than 3 years
Pros
Great sense of community. Co-workers were very helpful and friendly. Everyone worked hard. I learned many useful skills at Rush.
Cons
It's a relatively small place for research. It doesn't have as many facilities as bigger research institutes. Collaboration among different research departments could be further encouraged and strengthened.
Advice to Management
Rush shows strong leadership and forward thinking. But the management at lower levels can be inefficient sometimes, at least in the research sections.
Helpful",Mon Jul 18 2016 19:44:46 GMT-0400 (Eastern Daylight Time),,"Washington, DC","Research Assistant in Washington, DC",Busy and productive work place,3.0,3.0,4.0,4.0,3.0,3.0,Rush University Medical Center
268,"July 5, 2016
""Research Assistant""
Research Assistant in Chicago, IL
I worked at Rush University Medical Center
Pros
Great Benefits

A great work enviorment
Cons
Those who you work with are hit and miss
Helpful",Tue Jul 05 2016 11:03:30 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Research Assistant in Chicago, IL",Research Assistant,4.0,4.0,2.0,4.0,4.0,2.0,Rush University Medical Center
269,"July 17, 2016
""physician""
Current Employee - Postdoctoral Research Assistant 
Doesn't Recommend
Positive Outlook
No opinion of CEO
I have been working at Rush University Medical Center full-time for more than 3 years
Pros
Hospital has a good reputation.
Cons
Pay for men and women is not equal. Base salary is not increased. Physician support is lacking in primary care. Difficult to attain RVUs for bonuses.
Advice to Management
Stop focusing on patient satisfaction and work on retaining physicians and providing the administrative support needed so that they continue learning and continue practicing at the level of expertice at which they are hired. That means insisting that doctors take CME every year and that they are not working over 40 hours a week, Also, consider paying male and female physicians equitably. Currently, newly hired...
Show More
Helpful",Sun Jul 17 2016 20:07:59 GMT-0400 (Eastern Daylight Time), Postdoctoral Research Assistant,,Current Employee ,physician,3.0,2.0,1.0,4.0,3.0,2.0,Rush University Medical Center
270,"June 1, 2016
Helpful (1)
""Administrative Assistant 2""
 Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Good pay; friendly environment, advancement opportunities, opportunities to increase education and/or training, good benefit plans,
Cons
Low number of paid holidays; all staffs must clock in; paid holiday time is deducted from employee's pto time.
Advice to Management
Separate paid holidays from pto to make benefit more fair.
Helpful (1)",Wed Jun 01 2016 21:48:26 GMT-0400 (Eastern Daylight Time),,, ,Administrative Assistant 2,4.0,4.0,5.0,4.0,4.0,4.0,Rush University Medical Center
271,"June 10, 2016
Helpful (2)
""Registered Nurse""
Registered Nurse in Chicago, IL
I worked at Rush University Medical Center for more than a year
Pros
Great opportunities to further education. I loved my co-workers -- medical assistants, front staff, pediatricians were all amazing. Made you feel supported throughout your work day.
Cons
They take PTO hours away for holidays... Managers have just fallen into management 
positions without the qualifications. This has been disruptive with scheduling and being fair.
Advice to Management
Proper staffing. Find a clear cut scope of practice for medical assistants. Consistency with inforcing policies.
Helpful (2)",Fri Jun 10 2016 12:29:10 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Registered Nurse in Chicago, IL",Registered Nurse,3.0,4.0,4.0,4.0,3.0,3.0,Rush University Medical Center
272,"June 2, 2016
Helpful (1)
""Nice""
 Recommends
I have been working at Rush University Medical Center
Pros
Rush has very good benefits and salary. Very good place to learn.
Cons
A lot of politics. Very segregated.
Advice to Management
Standard rules should apply to everyone.
Helpful (1)",Thu Jun 02 2016 19:53:06 GMT-0400 (Eastern Daylight Time),,, ,Nice,3.0,3.0,2.0,4.0,5.0,3.0,Rush University Medical Center
273,"June 1, 2016
""RA""
 No opinion of CEO
I have been working at Rush University Medical Center
Pros
in my team, good work environment
Cons
in my team, Limited space to grow
Helpful",Wed Jun 01 2016 07:27:29 GMT-0400 (Eastern Daylight Time),,, ,RA,2.0,2.0,2.0,2.0,2.0,2.0,Rush University Medical Center
274,"May 13, 2016
""Administrative Project Assistant""
 Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Great place to work! Great culture.
Cons
Salaries are not as competitive as other academic medical centers in chicago
Helpful",Fri May 13 2016 18:51:13 GMT-0400 (Eastern Daylight Time),,, ,Administrative Project Assistant,5.0,5.0,5.0,5.0,5.0,5.0,Rush University Medical Center
275,"May 14, 2016
""Customer Service""
 Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center
Pros
Great people great environment great hours
Cons
Must work holidays weekends and mandatory overtime
Helpful",Sat May 14 2016 09:25:01 GMT-0400 (Eastern Daylight Time),,, ,Customer Service,5.0,5.0,3.0,5.0,5.0,5.0,Rush University Medical Center
276,"May 11, 2016
Helpful (4)
""Radiographer""
Current Employee - Radiologic Technologist in Chicago, IL
Doesn't Recommend
Negative Outlook
No opinion of CEO
I have been working at Rush University Medical Center part-time for more than a year
Pros
competitive pay, benefits for full time, great resume booster (based on reputation), co-workers are like a second family, equipment in ED is digital
Cons
Micro - management by manager. Employees don't matter, just a body to fill a position. Will make you part-time designation to save on PTO and other benefits, but will work you 40 hours a week 1st, 2nd and 3rd shift all in the same week and every weekend.
Advice to Management
moral is at an all-time low! treat us with respect and trust that you hired competent employees who don't need you looking over our shoulders at all times.
Helpful (4)",Wed May 11 2016 09:29:48 GMT-0400 (Eastern Daylight Time), Radiologic Technologist,"Chicago, IL",Current Employee ,Radiographer,2.0,1.0,2.0,2.0,4.0,1.0,Rush University Medical Center
277,"April 19, 2016
Helpful (1)
""clinical nurse""
 Recommends
Positive Outlook
No opinion of CEO
I have been working at Rush University Medical Center
Pros
Education opportunities, flexible scheduling, can work extra
Cons
frequent revolving door due to people pursuing education
Helpful (1)",Tue Apr 19 2016 07:11:17 GMT-0400 (Eastern Daylight Time),,, ,clinical nurse,5.0,,,,,,Rush University Medical Center
278,"April 19, 2016
""salary""
 Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center
Pros
great coworkers, awesome hospital that care about employees
Cons
I don't have any cons. I wish I could have took the hospital to my new city I relocated to
Helpful",Tue Apr 19 2016 06:52:05 GMT-0400 (Eastern Daylight Time),,, ,salary,5.0,4.0,4.0,4.0,4.0,4.0,Rush University Medical Center
279,"April 14, 2016
""Postdoctoral fellow""
Postdoctoral Research Fellow in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Great work environment and great co-workers.
Cons
None that I can think of
Helpful",Thu Apr 14 2016 04:23:39 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Postdoctoral Research Fellow in Chicago, IL",Postdoctoral fellow,4.0,3.0,4.0,4.0,4.0,4.0,Rush University Medical Center
280,"April 11, 2016
""Medical Technitian""
Current Employee - Anonymous Employee in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time for more than 10 years
Pros
Good benefits, nice people, room to grow
Cons
little low on salary compared to the same position in other instittuitions
Helpful",Mon Apr 11 2016 19:25:43 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,Medical Technitian,4.0,4.0,4.0,4.0,4.0,3.0,Rush University Medical Center
281,"April 22, 2016
""Rush""
 Doesn't Recommend
Negative Outlook
No opinion of CEO
I worked at Rush University Medical Center
Pros
Depends on department you work for. Some departments are better than others.
Cons
administrative pay rates are not in line with the amount of work or cost of living in chicago
Helpful",Fri Apr 22 2016 16:39:11 GMT-0400 (Eastern Daylight Time),,, ,Rush,3.0,2.0,2.0,3.0,1.0,1.0,Rush University Medical Center
282,"March 23, 2016
""Benefits""
Current Employee - Anonymous Employee 
I have been working at Rush University Medical Center part-time
Pros
Education benefits are great. If you go to Rush University, it is essentially free.
Cons
Health benefits are expensive and don't cover standard prenatal care.
Helpful",Wed Mar 23 2016 19:30:04 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Benefits,4.0,,,,,,Rush University Medical Center
283,"March 21, 2016
""RN""
 Recommends
Positive Outlook
I have been working at Rush University Medical Center
Pros
Forward thinking and supportive of employee growth.
Cons
Will not interview candidates until they have their license in hand.
Helpful",Mon Mar 21 2016 21:06:19 GMT-0400 (Eastern Daylight Time),,, ,RN,5.0,3.0,5.0,4.0,4.0,3.0,Rush University Medical Center
